artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
COLUMN,tmp_cobros.montoplanilla,"Column tmp_cobros.montoplanilla declared as DECIMAL(13,2)","En `tmp_cobros`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.montoplanilla`.","[""DB-COLUMN-E7EDE57E4A955C""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobros.dias,Column tmp_cobros.dias declared as INT,"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.dias`.","[""DB-COLUMN-2EFD42BC1740EA""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobros.nodui,Column tmp_cobros.nodui declared as VARCHAR(50),"En `tmp_cobros`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(50).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobros.nodui`.","[""DB-COLUMN-F3706CE3BF1BD0""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.idcliente,Column tmp_cobrosdesglosado.idcliente declared as INT,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.idcliente`.","[""DB-COLUMN-50158D0956C8E5""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.idcasos,Column tmp_cobrosdesglosado.idcasos declared as INT,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.idcasos`.","[""DB-COLUMN-072407506D0C03""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.id,Column tmp_cobrosdesglosado.id declared as INT,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.id`.","[""DB-COLUMN-D227BB297D76D6""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.tipo,Column tmp_cobrosdesglosado.tipo declared as INT,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.tipo`.","[""DB-COLUMN-71C4B7917F9691""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.tipotexto,Column tmp_cobrosdesglosado.tipotexto declared as VARCHAR(50),"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(50).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.tipotexto`.","[""DB-COLUMN-3FC6767090D28A""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.fecha,Column tmp_cobrosdesglosado.fecha declared as DATE,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DATE.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.fecha`.","[""DB-COLUMN-9429375BEE9F6A""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.carpeta,Column tmp_cobrosdesglosado.carpeta declared as VARCHAR(15),"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(15).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.carpeta`.","[""DB-COLUMN-FBC4DC4537297F""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.nro,Column tmp_cobrosdesglosado.nro declared as VARCHAR(10),"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(10).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.nro`.","[""DB-COLUMN-3E1223FCC0AA4B""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.monto,"Column tmp_cobrosdesglosado.monto declared as DECIMAL(13,2)","En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.monto`.","[""DB-COLUMN-4BB0823845C64B""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdesglosado.dias,Column tmp_cobrosdesglosado.dias declared as INT,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.dias`.","[""DB-COLUMN-51EEAE96BC0F6E""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.pedido,Column tmp_cobrosdesglosado.pedido declared as VARCHAR(50),"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(50).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.pedido`.","[""DB-COLUMN-2CE987C3F33B11""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.glosa,Column tmp_cobrosdesglosado.glosa declared as TEXT,"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: TEXT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.glosa`.","[""DB-COLUMN-03F9A385480C0E""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosado.valor,"Column tmp_cobrosdesglosado.valor declared as DECIMAL(13,2)","En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.valor`.","[""DB-COLUMN-06058FB7F1DB38""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdesglosado.nodui,Column tmp_cobrosdesglosado.nodui declared as VARCHAR(20),"En `tmp_cobrosdesglosado`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(20).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosado.nodui`.","[""DB-COLUMN-D74669C6E4738A""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.idcliente,Column tmp_cobrosdesglosadogeneral.idcliente declared as INT,"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Identificador o clave foranea candidata que referencia cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.idcliente`.","[""DB-COLUMN-21326076C7C17B""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.idcasos,Column tmp_cobrosdesglosadogeneral.idcasos declared as INT,"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.idcasos`.","[""DB-COLUMN-24B6CF91E40897""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.id,Column tmp_cobrosdesglosadogeneral.id declared as INT,"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.id`.","[""DB-COLUMN-9C77FD4ED74E77""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.tipo,Column tmp_cobrosdesglosadogeneral.tipo declared as INT,"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.tipo`.","[""DB-COLUMN-0236785751EB32""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.tipotexto,Column tmp_cobrosdesglosadogeneral.tipotexto declared as VARCHAR(50),"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(50).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.tipotexto`.","[""DB-COLUMN-19D7A7663FBF3C""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.fecha,Column tmp_cobrosdesglosadogeneral.fecha declared as DATE,"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DATE.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.fecha`.","[""DB-COLUMN-CD179A722528CB""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.carpeta,Column tmp_cobrosdesglosadogeneral.carpeta declared as VARCHAR(15),"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(15).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.carpeta`.","[""DB-COLUMN-AEB1D4B9606DE4""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.nro,Column tmp_cobrosdesglosadogeneral.nro declared as VARCHAR(10),"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(10).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.nro`.","[""DB-COLUMN-ED0D4DF28A0F7C""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.monto,"Column tmp_cobrosdesglosadogeneral.monto declared as DECIMAL(13,2)","En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.monto`.","[""DB-COLUMN-328E9D86CD2A23""]",tmp,FINANCIAL_OR_COMMERCIAL
COLUMN,tmp_cobrosdesglosadogeneral.dias,Column tmp_cobrosdesglosadogeneral.dias declared as INT,"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: INT.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.dias`.","[""DB-COLUMN-185E39F628D4B4""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.pedido,Column tmp_cobrosdesglosadogeneral.pedido declared as VARCHAR(50),"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: VARCHAR(50).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.pedido`.","[""DB-COLUMN-81B8E08BD81478""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.glosa,Column tmp_cobrosdesglosadogeneral.glosa declared as varchar(100),"En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: varchar(100).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.glosa`.","[""DB-COLUMN-80B4452B48726C""]",tmp,BUSINESS_DATA
COLUMN,tmp_cobrosdesglosadogeneral.valor,"Column tmp_cobrosdesglosadogeneral.valor declared as DECIMAL(13,2)","En `tmp_cobrosdesglosadogeneral`, campo opcional o nullable del dominio tmp. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Tabla temporal o staging usada para calculos, reportes, importaciones o procesos intermedios. Tipo fisico: DECIMAL(13,2).",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `tmp_cobrosdesglosadogeneral.valor`.","[""DB-COLUMN-8841D9B61A2950""]",tmp,FINANCIAL_OR_COMMERCIAL
